A  	Element	Z  	N  	Energy  	JPi           	Mass Exc  	Unc  	T1/2 (txt)               	T1/2 (seconds)           	Abund.    	Unc     	Dec Mode	Branching (%) 
52 	Ni     	28 	24 	0.0000  	0+            	-22.89    	20   	40.8 MS 2                	0.0408                   	          	        	EP      	31.40       
53 	Ni     	28 	25 	0.0000  	(7/2-)        	-29.7     	3    	55.2 MS 7                	0.0552                   	          	        	EC      	100.00      
53 	Ni     	28 	25 	0.0000  	(7/2-)        	-29.7     	3    	55.2 MS 7                	0.0552                   	          	        	EP      	23.40       
54 	Ni     	28 	26 	0.0000  	0+            	-39.22    	5    	104 MS 7                 	0.104                    	          	        	EC      	100.00      
55 	Ni     	28 	27 	0.0000  	7/2-          	-45.3351  	8    	204.7 MS 37              	0.205                    	          	        	EC      	100.00      
56 	Ni     	28 	28 	0.0000  	0+            	-53.9068  	5    	6.075 D 10               	524880                   	          	        	EC      	100.00      
57 	Ni     	28 	29 	0.0000  	3/2-          	-56.0831  	7    	35.60 H 6                	128160                   	          	        	EC      	100.00      
58 	Ni     	28 	30 	0.0000  	0+            	-60.2281  	5    	STABLE                   	infinity                 	68.077%   	9       	        	            
59 	Ni     	28 	31 	0.0000  	3/2-          	-61.1560  	5    	7.6E+4 Y 5               	2.398E12                 	          	        	EC      	100.00      
60 	Ni     	28 	32 	0.0000  	0+            	-64.4725  	5    	STABLE                   	infinity                 	26.223%   	8       	        	            
61 	Ni     	28 	33 	0.0000  	3/2-          	-64.2212  	5    	STABLE                   	infinity                 	1.1399%   	13      	        	            
62 	Ni     	28 	34 	0.0000  	0+            	-66.7458  	5    	STABLE                   	infinity                 	3.6346%   	40      	        	            
63 	Ni     	28 	35 	0.0000  	1/2-          	-65.5122  	5    	101.2 Y 15               	3.194E9                  	          	        	B-      	100.00      
64 	Ni     	28 	36 	0.0000  	0+            	-67.0984  	5    	STABLE                   	infinity                 	0.9255%   	19      	        	            
65 	Ni     	28 	37 	0.0000  	5/2-          	-65.1252  	6    	2.5175 H 5               	9063                     	          	        	B-      	100.00      
66 	Ni     	28 	38 	0.0000  	0+            	-66.0062  	14   	54.6 H 3                 	196560                   	          	        	B-      	100.00      
67 	Ni     	28 	39 	0.0000  	(1/2)-        	-63.743   	3    	21 S 1                   	21                       	          	        	B-      	100.00      
68 	Ni     	28 	40 	0.0000  	0+            	-63.464   	3    	29 S 2                   	29                       	          	        	B-      	100.00      
69 	Ni     	28 	41 	0.0000  	9/2+          	-59.979   	4    	11.2 S 9                 	11.2                     	          	        	B-      	100.00      
70 	Ni     	28 	42 	0.0000  	0+            	-59.2136  	22   	6.0 S 3                  	6                        	          	        	B-      	100.00      
71 	Ni     	28 	43 	0.0000  	(9/2+)        	-55.4059  	23   	2.56 S 3                 	2.56                     	          	        	B-      	100.00      
72 	Ni     	28 	44 	0.0000  	0+            	-54.2258  	23   	1.57 S 5                 	1.57                     	          	        	B-      	100.00      
73 	Ni     	28 	45 	0.0000  	(9/2+)        	-50.1079  	25   	0.84 S 3                 	0.84                     	          	        	B-      	100.00      
74 	Ni     	28 	46 	0.0000  	0+            	-48.7     	4    	0.68 S 18                	0.68                     	          	        	B-      	100.00      
74 	Ni     	28 	46 	0.0000  	0+            	-48.7     	4    	0.68 S 18                	0.68                     	          	        	BN      	            
75 	Ni     	28 	47 	0.0000  	(7/2+)        	-44.1     	4    	344 MS 25                	0.344                    	          	        	B-      	100.00      
75 	Ni     	28 	47 	0.0000  	(7/2+)        	-44.1     	4    	344 MS 25                	0.344                    	          	        	BN      	10.00       
76 	Ni     	28 	48 	0.0000  	0+            	-41.6     	5    	0.238 S +15-18           	0.238                    	          	        	B-      	100.00      
76 	Ni     	28 	48 	0.0000  	0+            	-41.6     	5    	0.238 S +15-18           	0.238                    	          	        	BN      	            
77 	Ni     	28 	49 	0.0000  	              	-36.7     	5    	128 MS +36-32            	0.128                    	          	        	B-      	100.00      
77 	Ni     	28 	49 	0.0000  	              	-36.7     	5    	128 MS +36-32            	0.128                    	          	        	BN      	30.00       
78 	Ni     	28 	50 	0.0000  	0+            	-34.1     	8    	0.11 S +10-6             	0.11                     	          	        	B-      	100.00      
78 	Ni     	28 	50 	0.0000  	0+            	-34.1     	8    	0.11 S +10-6             	0.11                     	          	        	BN      	            
79 	Ni     	28 	51 	0.0000  	              	          	     	635 NS GT                	6.35E-7                  	          	        	B-      	            
79 	Ni     	28 	51 	0.0000  	              	          	     	635 NS GT                	6.35E-7                  	          	        	BN      	            
79 	Ni     	28 	51 	0.0000  	              	          	     	635 NS GT                	6.35E-7                  	          	        	B2N     	            
52 	Cu     	29 	23 	0.0000  	(3+)          	-1.9      	4    	                         	                         	          	        	P       	            
53 	Cu     	29 	24 	0.0000  	(3/2-)        	-13.5     	3    	300 NS LT                	3.0000000000000004E-7    	          	        	EC      	            
53 	Cu     	29 	24 	0.0000  	(3/2-)        	-13.5     	3    	300 NS LT                	3.0000000000000004E-7    	          	        	P       	            
54 	Cu     	29 	25 	0.0000  	(3+)          	-21.4     	3    	75 NS LT                 	7.5E-8                   	          	        	P       	            
55 	Cu     	29 	26 	0.0000  	(3/2-)        	-31.6     	3    	27 MS 8                  	0.027                    	          	        	EC      	100.00      
55 	Cu     	29 	26 	0.0000  	(3/2-)        	-31.6     	3    	27 MS 8                  	0.027                    	          	        	EP      	15.0        
56 	Cu     	29 	27 	0.0000  	(4+)          	-38.2     	4    	93 MS 3                  	0.093                    	          	        	EC      	100.00      
56 	Cu     	29 	27 	0.0000  	(4+)          	-38.2     	4    	93 MS 3                  	0.093                    	          	        	EP      	0.40        
57 	Cu     	29 	28 	0.0000  	3/2-          	-47.3082  	6    	196.3 MS 7               	0.196                    	          	        	EC      	100.00      
58 	Cu     	29 	29 	0.0000  	1+            	-51.6671  	7    	3.204 S 7                	3.204                    	          	        	EC      	100.00      
59 	Cu     	29 	30 	0.0000  	3/2-          	-56.3577  	6    	81.5 S 5                 	81.5                     	          	        	EC      	100.00      
60 	Cu     	29 	31 	0.0000  	2+            	-58.3445  	16   	23.7 M 4                 	1422                     	          	        	EC      	100.00      
61 	Cu     	29 	32 	0.0000  	3/2-          	-61.9837  	10   	3.333 H 5                	11998.8                  	          	        	EC      	100.00      
62 	Cu     	29 	33 	0.0000  	1+            	-62.7869  	7    	9.673 M 8                	580.38                   	          	        	EC      	100.00      
63 	Cu     	29 	34 	0.0000  	3/2-          	-65.5792  	5    	STABLE                   	infinity                 	69.15%    	15      	        	            
64 	Cu     	29 	35 	0.0000  	1+            	-65.4240  	5    	12.701 H 2               	45723.6                  	          	        	EC      	61.50       
64 	Cu     	29 	35 	0.0000  	1+            	-65.4240  	5    	12.701 H 2               	45723.6                  	          	        	B-      	38.50       
65 	Cu     	29 	36 	0.0000  	3/2-          	-67.2633  	7    	STABLE                   	infinity                 	30.85%    	15      	        	            
66 	Cu     	29 	37 	0.0000  	1+            	-66.2579  	7    	5.120 M 14               	307.2                    	          	        	B-      	100.00      
67 	Cu     	29 	38 	0.0000  	3/2-          	-67.3187  	12   	61.83 H 12               	222588                   	          	        	B-      	100.00      
68 	Cu     	29 	39 	0.0000  	1+            	-65.5670  	16   	30.9 S 6                 	30.9                     	          	        	B-      	100.00      
69 	Cu     	29 	40 	0.0000  	3/2-          	-65.7362  	14   	2.85 M 15                	171                      	          	        	B-      	100.00      
70 	Cu     	29 	41 	0.0000  	(6-)          	-62.9763  	11   	44.5 S 2                 	44.5                     	          	        	B-      	100.00      
71 	Cu     	29 	42 	0.0000  	3/2(-)        	-62.7111  	15   	19.4 S 16                	19.4                     	          	        	B-      	100.00      
72 	Cu     	29 	43 	0.0000  	(2)           	-59.7830  	14   	6.63 S 3                 	6.63                     	          	        	B-      	100.00      
73 	Cu     	29 	44 	0.0000  	(3/2-)        	-58.9872  	20   	4.2 S 3                  	4.2                      	          	        	B-      	100.00      
74 	Cu     	29 	45 	0.0000  	(1+,3+)       	-56.006   	6    	1.594 S 10               	1.594                    	          	        	B-      	100.00      
75 	Cu     	29 	46 	0.0000  	(5/2-)        	-54.4710  	24   	1.222 S 8                	1.222                    	          	        	B-      	100.00      
75 	Cu     	29 	46 	0.0000  	(5/2-)        	-54.4710  	24   	1.222 S 8                	1.222                    	          	        	BN      	3.50        
76 	Cu     	29 	47 	0.0000  	(3,4)         	-50.976   	7    	637 MS 7                 	0.637                    	          	        	B-      	100.00      
